SYMBOL,COMPANY_NAME,SECTOR
PRITIKAUTO,Pritika Auto Industries Limited,Nifty Auto
PRIVISCL,Privi Speciality Chemicals Limited,Nifty 50
PROSTARM,Prostarm Info Systems Limited,Nifty IT
PROTEAN,Protean eGov Technologies Limited,Nifty IT
PROZONER,Prozone Realty Limited,Nifty Realty
PRSMJOHNSN,Prism Johnson Limited,Nifty 50
PRUDENT,Prudent Corporate Advisory Services Limited,Nifty 50
PRUDMOULI,Prudential Sugar Corporation Limited,Nifty 50
PSB,Punjab & Sind Bank,Nifty Bank
PSPPROJECT,PSP Projects Limited,Nifty 50
PTC,PTC India Limited,Nifty 50
PTCIL,PTC Industries Limited,Nifty 50
PTL,PTL Enterprises Limited,Nifty 50
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,Nifty 50
PURVA,Puravankara Limited,Nifty 50
PVP,PVP Ventures Limited,Nifty 50
PVRINOX,PVR INOX Limited,Nifty Media
PVSL,Popular Vehicles and Services Limited,Nifty Auto
PYRAMID,Pyramid Technoplast Limited,Nifty IT
QPOWER,Quality Power Electrical Equipments Limited,Nifty Energy
QUADFUTURE,Quadrant Future Tek Limited,Nifty 50
QUESS,Quess Corp Limited,Nifty 50
QUICKHEAL,Quick Heal Technologies Limited,Nifty IT
RACE,Race Eco Chain Limited,Nifty 50
RACLGEAR,RACL Geartech Limited,Nifty IT
RADAAN,Radaan Mediaworks India Limited,Nifty Media
RADHIKAJWE,Radhika Jeweltech Limited,Nifty IT
RADIANTCMS,Radiant Cash Management Services Limited,Nifty 50
RADICO,Radico Khaitan Limited,Nifty FMCG
RADIOCITY,Music Broadcast Limited,Nifty 50
RAILTEL,Railtel Corporation Of India Limited,Nifty 50
RAIN,Rain Industries Limited,Nifty 50
RAINBOW,Rainbow Childrens Medicare Limited,Nifty 50
RAJESHEXPO,Rajesh Exports Limited,Nifty 50
RAJMET,Rajnandini Metal Limited,Nifty 50
RAJOOENG,Rajoo Engineers Limited,Nifty 50
RAJRATAN,Rajratan Global Wire Limited,Nifty 50
RAJRILTD,Raj Rayon Industries Limited,Nifty 50
RAJSREESUG,Rajshree Sugars & Chemicals Limited,Nifty 50
RAJTV,Raj Television Network Limited,Nifty Media
RALLIS,Rallis India Limited,Nifty 50
RAMANEWS,Shree Rama Newsprint Limited,Nifty 50
RAMAPHO,Rama Phosphates Limited,Nifty 50
RAMASTEEL,Rama Steel Tubes Limited,Nifty Metal
RAMCOCEM,The Ramco Cements Limited,Nifty 50
RAMCOIND,Ramco Industries Limited,Nifty 50
RAMCOSYS,Ramco Systems Limited,Nifty IT
RAMKY,Ramky Infrastructure Limited,Nifty Realty
RAMRAT,Ram Ratna Wires Limited,Nifty 50
RANASUG,Rana Sugars Limited,Nifty 50
RANEHOLDIN,Rane Holdings Limited,Nifty Financial Services
RATEGAIN,Rategain Travel Technologies Limited,Nifty IT
RATNAMANI,Ratnamani Metals & Tubes Limited,Nifty Metal
RATNAVEER,Ratnaveer Precision Engineering Limited,Nifty 50
RAYMOND,Raymond Limited,Nifty 50
RAYMONDLSL,Raymond Lifestyle Limited,Nifty 50
RAYMONDREL,Raymond Realty Limited,Nifty Realty
RBA,Restaurant Brands Asia Limited,Nifty 50
RBLBANK,RBL Bank Limited,Nifty Private Bank
RBZJEWEL,RBZ Jewellers Limited,Nifty 50
RCF,Rashtriya Chemicals and Fertilizers Limited,Nifty 50
RCOM,Reliance Communications Limited,Nifty 50
RECLTD,REC Limited,Nifty 50
REDINGTON,Redington Limited,Nifty 50
REDTAPE,Redtape Limited,Nifty 50
REFEX,Refex Industries Limited,Nifty 50
REGAAL,Regaal Resources Limited,Nifty 50
REGENCERAM,Regency Ceramics Limited,Nifty 50
RELAXO,Relaxo Footwears Limited,Nifty 50
RELCHEMQ,Reliance Chemotex Industries Limited,Nifty 50
RELIABLE,Reliable Data Services Limited,Nifty IT
RELIANCE,Reliance Industries Limited,Nifty Energy
RELIGARE,Religare Enterprises Limited,Nifty 50
RELINFRA,Reliance Infrastructure Limited,Nifty Realty
RELTD,Ravindra Energy Limited,Nifty Energy
REMSONSIND,Remsons Industries Limited,Nifty 50
RENUKA,Shree Renuka Sugars Limited,Nifty 50
REPCOHOME,Repco Home Finance Limited,Nifty Financial Services
REPL,Rudrabhishek Enterprises Limited,Nifty 50
REPRO,Repro India Limited,Nifty 50
RESPONIND,Responsive Industries Limited,Nifty 50
RETAIL,JHS Svendgaard Retail Ventures Limited,Nifty 50
RGL,Renaissance Global Limited,Nifty 50
RHETAN,Rhetan TMT Limited,Nifty 50
RHFL,Reliance Home Finance Limited,Nifty Financial Services
RHIM,RHI MAGNESITA INDIA LIMITED,Nifty 50
RHL,Robust Hotels Limited,Nifty 50
RICOAUTO,Rico Auto Industries Limited,Nifty Auto
RIIL,Reliance Industrial Infrastructure Limited,Nifty Realty
RISHABH,Rishabh Instruments Limited,Nifty 50
RITCO,Ritco Logistics Limited,Nifty 50
RITES,RITES Limited,Nifty 50
RKDL,Ravi Kumar Distilleries Limited,Nifty 50
RKEC,RKEC Projects Limited,Nifty 50
RKFORGE,Ramkrishna Forgings Limited,Nifty 50
RKSWAMY,R K Swamy Limited,Nifty 50
RMDRIP,R M Drip and Sprinklers Systems Limited,Nifty IT
RML,Rane (Madras) Limited,Nifty 50
RNBDENIMS,R&B Denims Limited,Nifty 50
ROHLTD,Royal Orchid Hotels Limited,Nifty 50
ROLEXRINGS,Rolex Rings Limited,Nifty 50
ROLLT,Rollatainers Limited,Nifty 50
ROLTA,Rolta India Limited,Nifty 50
ROML,Raj Oil Mills Limited,Nifty Energy
ROSSARI,Rossari Biotech Limited,Nifty IT
ROSSELLIND,Rossell India Limited,Nifty 50
ROSSTECH,Rossell Techsys Limited,Nifty IT
ROTO,Roto Pumps Limited,Nifty 50
ROUTE,ROUTE MOBILE LIMITED,Nifty IT
RPEL,Raghav Productivity Enhancers Limited,Nifty 50
RPGLIFE,RPG Life Sciences Limited,Nifty Pharma
RPOWER,Reliance Power Limited,Nifty Energy
RPPINFRA,R.P.P. Infra Projects Limited,Nifty 50
RPPL,Rajshree Polypack Limited,Nifty 50
RPSGVENT,RPSG VENTURES LIMITED,Nifty 50
RPTECH,Rashi Peripherals Limited,Nifty 50
RRKABEL,R R Kabel Limited,Nifty 50
RSSOFTWARE,R. S. Software (India) Limited,Nifty IT
RSWM,RSWM Limited,Nifty 50
RSYSTEMS,R Systems International Limited,Nifty IT
RTNINDIA,RattanIndia Enterprises Limited,Nifty 50
RTNPOWER,RattanIndia Power Limited,Nifty Energy
RUBFILA,Rubfila International Limited,Nifty 50
RUBYMILLS,The Ruby Mills Limited,Nifty 50
RUCHINFRA,Ruchi Infrastructure Limited,Nifty Realty
RUCHIRA,Ruchira Papers Limited,Nifty 50
RUPA,Rupa & Company Limited,Nifty 50
RUSHIL,Rushil Decor Limited,Nifty 50
RUSTOMJEE,Keystone Realtors Limited,Nifty 50
RVHL,Ravinder Heights Limited,Nifty 50
RVNL,Rail Vikas Nigam Limited,Nifty 50
RVTH,Revathi Equipment India Limited,Nifty 50
S&SPOWER,S&S Power Switchgears Limited,Nifty Energy
SAATVIKGL,Saatvik Green Energy Limited,Nifty Energy
SABEVENTS,Sab Events & Governance Now Media Limited,Nifty Media
SABTNL,Sri Adhikari Brothers Television Network Limited,Nifty Media
SADBHAV,Sadbhav Engineering Limited,Nifty 50
SADBHIN,Sadbhav Infrastructure Project Limited,Nifty Realty
SADHNANIQ,Sadhana Nitrochem Limited,Nifty 50
SAFARI,Safari Industries (India) Limited,Nifty 50
SAGARDEEP,Sagardeep Alloys Limited,Nifty 50
SAGCEM,Sagar Cements Limited,Nifty 50
SAGILITY,SAGILITY LIMITED,Nifty 50
SAHYADRI,Sahyadri Industries Limited,Nifty 50
SAIL,Steel Authority of India Limited,Nifty Metal
SAILIFE,Sai Life Sciences Limited,Nifty Pharma
SAKAR,Sakar Healthcare Limited,Nifty Pharma
SAKHTISUG,Sakthi Sugars Limited,Nifty 50
SAKSOFT,Saksoft Limited,Nifty 50
SAKUMA,Sakuma Exports Limited,Nifty 50
SALASAR,Salasar Techno Engineering Limited,Nifty IT
SALONA,Salona Cotspin Limited,Nifty 50
SALSTEEL,S.A.L. Steel Limited,Nifty Metal
SALZERELEC,Salzer Electronics Limited,Nifty 50
SAMBHAAV,Sambhaav Media Limited,Nifty Media
SAMBHV,Sambhv Steel Tubes Limited,Nifty Metal
SAMHI,Samhi Hotels Limited,Nifty 50
SAMMAANCAP,Sammaan Capital Limited,Nifty Financial Services
SAMPANN,Sampann Utpadan India Limited,Nifty 50
SANATHAN,Sanathan Textiles Limited,Nifty 50
SANDESH,The Sandesh Limited,Nifty 50
SANDHAR,Sandhar Technologies Limited,Nifty IT
SANDUMA,Sandur Manganese & Iron Ores Limited,Nifty Metal
SANGAMIND,Sangam (India) Limited,Nifty 50
SANGHIIND,Sanghi Industries Limited,Nifty 50
SANGHVIMOV,Sanghvi Movers Limited,Nifty 50
SANGINITA,Sanginita Chemicals Limited,Nifty 50
SANOFI,Sanofi India Limited,Nifty 50
SANOFICONR,Sanofi Consumer Healthcare India Limited,Nifty Pharma
SANSERA,Sansera Engineering Limited,Nifty 50
SANSTAR,Sanstar Limited,Nifty 50
SANWARIA,Sanwaria Consumer Limited,Nifty FMCG
SAPPHIRE,Sapphire Foods India Limited,Nifty FMCG
SARDAEN,Sarda Energy & Minerals Limited,Nifty Energy
SAREGAMA,Saregama India Limited,Nifty 50
SARLAPOLY,Sarla Performance Fibers Limited,Nifty 50
SARVESHWAR,Sarveshwar Foods Limited,Nifty FMCG
SASKEN,Sasken Technologies Limited,Nifty IT
SASTASUNDR,Sastasundar Ventures Limited,Nifty 50
SATIA,Satia Industries Limited,Nifty 50
SATIN,Satin Creditcare Network Limited,Nifty 50
SAURASHCEM,Saurashtra Cement Limited,Nifty 50
SBC,SBC Exports Limited,Nifty 50
SBCL,Shivalik Bimetal Controls Limited,Nifty 50
SBFC,SBFC Finance Limited,Nifty Financial Services
SBGLP,Suratwwala Business Group Limited,Nifty 50
SBICARD,SBI Cards and Payment Services Limited,Nifty 50
SBILIFE,SBI Life Insurance Company Limited,Nifty Financial Services
SBIN,State Bank of India,Nifty PSU Bank
SCHAEFFLER,Schaeffler India Limited,Nifty 50
SCHAND,S Chand And Company Limited,Nifty 50
SCHNEIDER,Schneider Electric Infrastructure Limited,Nifty Realty
SCI,Shipping Corporation Of India Limited,Nifty 50
SCILAL,Shipping Corporation of India Land and Assets Limited,Nifty 50
SCODATUBES,Scoda Tubes Limited,Nifty 50
SCPL,Sheetal Cool Products Limited,Nifty 50
SDBL,Som Distilleries & Breweries Limited,Nifty 50
SEAMECLTD,Seamec Limited,Nifty 50
SECMARK,SecMark Consultancy Limited,Nifty 50
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,Nifty IT
SEJALLTD,Sejal Glass Limited,Nifty 50
SELMC,SEL Manufacturing Company Limited,Nifty 50
SEMAC,Semac Construction Limited,Nifty Realty
SENCO,Senco Gold Limited,Nifty 50
SENORES,Senores Pharmaceuticals Limited,Nifty Pharma
SEPC,SEPC Limited,Nifty 50
SEQUENT,Sequent Scientific Limited,Nifty 50
SERVOTECH,Servotech Renewable Power System Limited,Nifty IT
SESHAPAPER,Seshasayee Paper and Boards Limited,Nifty 50
SETCO,Setco Automotive Limited,Nifty Auto
SETUINFRA,Setubandhan Infrastructure Limited,Nifty Realty
SEYAIND,Seya Industries Limited,Nifty 50
SFL,Sheela Foam Limited,Nifty 50
SGFIN,SG Finserve Limited,Nifty 50
SGIL,Synergy Green Industries Limited,Nifty 50
SGL,STL Global Limited,Nifty 50
SGLTL,Standard Glass Lining Technology Limited,Nifty IT
SGMART,SG Mart Limited,Nifty 50
SHAH,Shah Metacorp Limited,Nifty 50
SHAHALLOYS,Shah Alloys Limited,Nifty 50
SHAILY,Shaily Engineering Plastics Limited,Nifty 50
SHAKTIPUMP,Shakti Pumps (India) Limited,Nifty 50
SHALBY,Shalby Limited,Nifty 50
SHALPAINTS,Shalimar Paints Limited,Nifty 50
SHANKARA,Shankara Building Products Limited,Nifty 50
SHANTI,Shanti Overseas (India) Limited,Nifty 50
SHANTIGEAR,Shanthi Gears Limited,Nifty 50
SHANTIGOLD,Shanti Gold International Limited,Nifty 50
SHARDACROP,Sharda Cropchem Limited,Nifty 50
SHARDAMOTR,Sharda Motor Industries Limited,Nifty 50
SHAREINDIA,Share India Securities Limited,Nifty Financial Services
SHEKHAWATI,Shekhawati Industries Limited,Nifty 50
SHEMAROO,Shemaroo Entertainment Limited,Nifty Media
SHILPAMED,Shilpa Medicare Limited,Nifty 50
SHIVALIK,Shivalik Rasayan Limited,Nifty 50
SHIVAMAUTO,Shivam Autotech Limited,Nifty IT
SHIVAMILLS,Shiva Mills Limited,Nifty 50
SHIVATEX,Shiva Texyarn Limited,Nifty 50
SHK,S H Kelkar and Company Limited,Nifty 50
SHOPERSTOP,Shoppers Stop Limited,Nifty 50
SHRADHA,Shradha Infraprojects Limited,Nifty 50
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,Nifty 50
SHREECEM,SHREE CEMENT LIMITED,Nifty 50
SHREEJISPG,Shreeji Shipping Global Limited,Nifty 50
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,Nifty 50
SHREERAMA,Shree Rama Multi-Tech Limited,Nifty IT
SHRENIK,Shrenik Limited,Nifty 50
SHREYANIND,Shreyans Industries Limited,Nifty 50
SHRINGARMS,Shringar House of Mangalsutra Limited,Nifty 50
SHRIPISTON,Shriram Pistons & Rings Limited,Nifty 50
SHRIRAMFIN,Shriram Finance Limited,Nifty Financial Services
SHRIRAMPPS,Shriram Properties Limited,Nifty Realty
SHYAMCENT,Shyam Century Ferrous Limited,Nifty Metal
SHYAMMETL,Shyam Metalics and Energy Limited,Nifty Energy
SHYAMTEL,Shyam Telecom Limited,Nifty 50
SIEMENS,Siemens Limited,Nifty 50
SIGACHI,Sigachi Industries Limited,Nifty 50
SIGIND,Signet Industries Limited,Nifty 50
SIGMA,Sigma Solve Limited,Nifty 50
SIGNATURE,Signatureglobal (India) Limited,Nifty 50
SIGNPOST,Signpost India Limited,Nifty 50
SIKKO,Sikko Industries Limited,Nifty 50
SIL,Standard Industries Limited,Nifty 50
SILGO,Silgo Retail Limited,Nifty 50
SILINV,SIL Investments Limited,Nifty Financial Services
SILLYMONKS,Silly Monks Entertainment Limited,Nifty Media
SILVERTUC,Silver Touch Technologies Limited,Nifty IT
SIMBHALS,Simbhaoli Sugars Limited,Nifty 50
SIMPLEXINF,Simplex Infrastructures Limited,Nifty Realty
SINCLAIR,Sinclairs Hotels Limited,Nifty 50
SINDHUTRAD,Sindhu Trade Links Limited,Nifty 50
SINTERCOM,Sintercom India Limited,Nifty 50
SIRCA,Sirca Paints India Limited,Nifty 50
SIS,SIS LIMITED,Nifty 50
SITINET,Siti Networks Limited,Nifty 50
SIYSIL,Siyaram Silk Mills Limited,Nifty 50
SJS,S.J.S. Enterprises Limited,Nifty 50
SJVN,SJVN Limited,Nifty 50
SKFINDIA,SKF India Limited,Nifty 50
SKIPPER,Skipper Limited,Nifty 50
SKMEGGPROD,SKM Egg Products Export (India) Limited,Nifty 50
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,Nifty 50
SMARTLINK,Smartlink Holdings Limited,Nifty Financial Services
SMARTWORKS,Smartworks Coworking Spaces Limited,Nifty 50
SMCGLOBAL,SMC Global Securities Limited,Nifty Financial Services
SMLISUZU,SML Isuzu Limited,Nifty 50
SMLT,Sarthak Metals Limited,Nifty Metal
SMSLIFE,SMS Lifesciences India Limited,Nifty Pharma
SMSPHARMA,SMS Pharmaceuticals Limited,Nifty Pharma
SNOWMAN,Snowman Logistics Limited,Nifty 50
SOBHA,Sobha Limited,Nifty Realty
SOFTTECH,Softtech Engineers Limited,Nifty IT
SOLARA,Solara Active Pharma Sciences Limited,Nifty Pharma
SOLARINDS,Solar Industries India Limited,Nifty Energy
SOLARWORLD,Solarworld Energy Solutions Limited,Nifty IT
SOMANYCERA,Somany Ceramics Limited,Nifty 50
SOMATEX,Soma Textiles & Industries Limited,Nifty 50
SOMICONVEY,Somi Conveyor Beltings Limited,Nifty 50
SONACOMS,Sona BLW Precision Forgings Limited,Nifty 50
SONAMLTD,SONAM LIMITED,Nifty 50
SONATSOFTW,Sonata Software Limited,Nifty IT
SOTL,Savita Oil Technologies Limited,Nifty IT
SOUTHBANK,The South Indian Bank Limited,Nifty Bank
SOUTHWEST,South West Pinnacle Exploration Limited,Nifty 50
SPAL,S. P. Apparels Limited,Nifty 50
SPANDANA,Spandana Sphoorty Financial Limited,Nifty Financial Services
SPARC,Sun Pharma Advanced Research Company Limited,Nifty Pharma
SPCENET,Spacenet Enterprises India Limited,Nifty 50
SPECIALITY,Speciality Restaurants Limited,Nifty 50
SPECTRUM,Spectrum Electrical Industries Limited,Nifty 50
SPENCERS,Spencer's Retail Limited,Nifty 50
SPIC,Southern Petrochemicals Industries Corporation  Limited,Nifty Energy
SPLIL,SPL Industries Limited,Nifty 50
SPLPETRO,Supreme Petrochem Limited,Nifty Energy
SPMLINFRA,SPML Infra Limited,Nifty 50
SPORTKING,Sportking India Limited,Nifty 50
SRD,Shankar Lal Rampal Dye-Chem Limited,Nifty 50
SREEL,Sreeleathers Limited,Nifty 50
SRF,SRF Limited,Nifty 50
SRGHFL,SRG Housing Finance Limited,Nifty Realty
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,Nifty 50
SRM,SRM Contractors Limited,Nifty 50
SRPL,Shree Ram Proteins Limited,Nifty 50
SSDL,Saraswati Saree Depot Limited,Nifty 50
SSWL,Steel Strips Wheels Limited,Nifty Auto
STALLION,Stallion India Fluorochemicals Limited,Nifty 50
STANLEY,Stanley Lifestyles Limited,Nifty 50
STAR,Strides Pharma Science Limited,Nifty Pharma
STARCEMENT,Star Cement Limited,Nifty 50
STARHEALTH,Star Health and Allied Insurance Company Limited,Nifty Financial Services
STARPAPER,Star Paper Mills Limited,Nifty 50
STARTECK,Starteck Finance Limited,Nifty Financial Services
STCINDIA,The State Trading Corporation of India Limited,Nifty 50
STEELCAS,Steelcast Limited,Nifty Metal
STEELCITY,Steel City Securities Limited,Nifty Metal
STEELXIND,STEEL EXCHANGE INDIA LIMITED,Nifty Metal
STEL,Stel Holdings Limited,Nifty Financial Services
STERTOOLS,Sterling Tools Limited,Nifty 50
STLNETWORK,STL Networks Limited,Nifty 50
STLTECH,Sterlite Technologies Limited,Nifty IT
STOVEKRAFT,Stove Kraft Limited,Nifty 50
STYL,Seshaasai Technologies Limited,Nifty IT
STYLAMIND,Stylam Industries Limited,Nifty 50
STYLEBAAZA,Baazar Style Retail Limited,Nifty 50
STYRENIX,Styrenix Performance Materials Limited,Nifty 50
SUBEXLTD,Subex Limited,Nifty 50
SUBROS,Subros Limited,Nifty 50
SUDARSCHEM,Sudarshan Chemical Industries Limited,Nifty 50
SUKHJITS,Sukhjit Starch & Chemicals Limited,Nifty 50
SULA,Sula Vineyards Limited,Nifty 50
SUMEETINDS,Sumeet Industries Limited,Nifty 50
SUMICHEM,Sumitomo Chemical India Limited,Nifty 50
SUMIT,Sumit Woods Limited,Nifty 50
SUMMITSEC,Summit Securities Limited,Nifty Financial Services
SUNCLAY,Sundaram Clayton Limited,Nifty 50
SUNDARAM,Sundaram Multi Pap Limited,Nifty 50
SUNDARMFIN,Sundaram Finance Limited,Nifty Financial Services
SUNDARMHLD,Sundaram Finance Holdings Limited,Nifty Financial Services
SUNDRMBRAK,Sundaram Brake Linings Limited,Nifty 50
SUNDRMFAST,Sundram Fasteners Limited,Nifty 50
SUNDROP,Sundrop Brands Limited,Nifty 50
SUNFLAG,Sunflag Iron And Steel Company Limited,Nifty Metal
SUNPHARMA,Sun Pharmaceutical Industries Limited,Nifty Pharma
SUNTECK,Sunteck Realty Limited,Nifty Realty
SUNTV,Sun TV Network Limited,Nifty Media
SUPERHOUSE,Superhouse Limited,Nifty 50
SUPERSPIN,Super Spinning Mills Limited,Nifty 50
SUPRAJIT,Suprajit Engineering Limited,Nifty 50
SUPREME,Supreme Holdings & Hospitality (India) Limited,Nifty Financial Services
SUPREMEIND,Supreme Industries Limited,Nifty 50
SUPREMEINF,Supreme Infrastructure India Limited,Nifty Realty
SUPRIYA,Supriya Lifescience Limited,Nifty 50
SURAJEST,Suraj Estate Developers Limited,Nifty Realty
SURAJLTD,Suraj Limited,Nifty 50
SURAKSHA,Suraksha Diagnostic Limited,Nifty 50
SURANASOL,Surana Solar Limited,Nifty Energy
SURANAT&P,Surana Telecom and Power Limited,Nifty Energy
SURYALAXMI,Suryalakshmi Cotton Mills Limited,Nifty 50
SURYAROSNI,Surya Roshni Limited,Nifty 50
SURYODAY,Suryoday Small Finance Bank Limited,Nifty Bank
SUTLEJTEX,Sutlej Textiles and Industries Limited,Nifty 50
SUVEN,Suven Life Sciences Limited,Nifty Pharma
SUVIDHAA,Suvidhaa Infoserve Limited,Nifty 50
SUYOG,Suyog Telematics Limited,Nifty 50
SUZLON,Suzlon Energy Limited,Nifty Energy
SVLL,Shree Vasu Logistics Limited,Nifty 50
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,Nifty 50
SWANCORP,SWAN CORP LIMITED,Nifty 50
SWARAJENG,Swaraj Engines Limited,Nifty 50
SWELECTES,Swelect Energy Systems Limited,Nifty IT
SWIGGY,Swiggy Limited,Nifty 50
SWSOLAR,Sterling and Wilson Renewable Energy Limited,Nifty Energy
SYMPHONY,Symphony Limited,Nifty 50
SYNCOMF,Syncom Formulations (India) Limited,Nifty 50
SYNGENE,Syngene International Limited,Nifty 50
SYRMA,Syrma SGS Technology Limited,Nifty IT
SYSTMTXC,Systematix Corporate Services Limited,Nifty 50
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,Nifty 50
TAJGVK,Taj GVK Hotels & Resorts Limited,Nifty 50
TAKE,Take Solutions Limited,Nifty IT
TALBROAUTO,Talbros Automotive Components Limited,Nifty Auto
TANLA,Tanla Platforms Limited,Nifty 50
TARACHAND,Tara Chand InfraLogistic Solutions Limited,Nifty IT
TARAPUR,Tarapur Transformers Limited,Nifty 50
TARC,TARC Limited,Nifty 50
TARIL,Transformers And Rectifiers (India) Limited,Nifty 50
TARMAT,Tarmat Limited,Nifty 50
TARSONS,Tarsons Products Limited,Nifty 50
TASTYBITE,Tasty Bite Eatables Limited,Nifty 50
TATACHEM,Tata Chemicals Limited,Nifty 50
TATACOMM,Tata Communications Limited,Nifty 50
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,Nifty FMCG
TATAELXSI,Tata Elxsi Limited,Nifty IT
TATAINVEST,Tata Investment Corporation Limited,Nifty Financial Services
TATAMOTORS,Tata Motors Limited,Nifty Auto
TATAPOWER,Tata Power Company Limited,Nifty Energy
TATASTEEL,Tata Steel Limited,Nifty Metal
TATATECH,Tata Technologies Limited,Nifty IT
TATVA,Tatva Chintan Pharma Chem Limited,Nifty Pharma
TBOTEK,TBO Tek Limited,Nifty 50
TBZ,Tribhovandas Bhimji Zaveri Limited,Nifty 50
TCI,Transport Corporation of India Limited,Nifty 50
TCIEXP,TCI Express Limited,Nifty 50
TCIFINANCE,TCI Finance Limited,Nifty Financial Services
TCPLPACK,TCPL Packaging Limited,Nifty 50
TCS,Tata Consultancy Services Limited,Nifty IT
TDPOWERSYS,TD Power Systems Limited,Nifty IT
TEAMGTY,Team India Guaranty Limited,Nifty 50
TEAMLEASE,Teamlease Services Limited,Nifty 50
TECHM,Tech Mahindra Limited,Nifty IT
TECHNOE,Techno Electric & Engineering Company Limited,Nifty IT
TECILCHEM,TECIL Chemicals and Hydro Power Limited,Nifty Energy
TEGA,Tega Industries Limited,Nifty 50
TEJASNET,Tejas Networks Limited,Nifty 50
TEMBO,Tembo Global Industries Limited,Nifty 50
TERASOFT,Tera Software Limited,Nifty IT
TEXINFRA,Texmaco Infrastructure & Holdings Limited,Nifty Realty
TEXMOPIPES,Texmo Pipes and Products Limited,Nifty 50
TEXRAIL,Texmaco Rail & Engineering Limited,Nifty 50
TFCILTD,Tourism Finance Corporation of India Limited,Nifty Financial Services
TFL,Transwarranty Finance Limited,Nifty Financial Services
TGBHOTELS,TGB Banquets And Hotels Limited,Nifty 50
THANGAMAYL,Thangamayil Jewellery Limited,Nifty 50
THEINVEST,The Investment Trust Of India Limited,Nifty Financial Services
THEJO,Thejo Engineering Limited,Nifty 50
THELEELA,Schloss Bangalore Limited,Nifty 50
THEMISMED,Themis Medicare Limited,Nifty 50
THERMAX,Thermax Limited,Nifty 50
THOMASCOOK,Thomas Cook  (India)  Limited,Nifty 50
THOMASCOTT,Thomas Scott (India) Limited,Nifty 50
THYROCARE,Thyrocare Technologies Limited,Nifty Pharma
TI,Tilaknagar Industries Limited,Nifty 50
TICL,Twamev Construction and Infrastructure Limited,Nifty Realty
TIGERLOGS,Tiger Logistics (India) Limited,Nifty 50
TIIL,Technocraft Industries (India) Limited,Nifty IT
TIINDIA,Tube Investments of India Limited,Nifty Financial Services
TIJARIA,Tijaria Polypipes Limited,Nifty 50
TIL,TIL Limited,Nifty 50
TIMETECHNO,Time Technoplast Limited,Nifty IT
TIMKEN,Timken India Limited,Nifty 50
TINNARUBR,Tinna Rubber and Infrastructure Limited,Nifty Realty
TIPSFILMS,Tips Films Limited,Nifty Media
TIPSMUSIC,Tips Music Limited,Nifty 50
TIRUMALCHM,Thirumalai Chemicals Limited,Nifty 50
TIRUPATIFL,Tirupati Forge Limited,Nifty 50
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,Nifty IT
TITAN,Titan Company Limited,Nifty 50
TMB,Tamilnad Mercantile Bank Limited,Nifty Bank
TNPETRO,Tamilnadu PetroProducts Limited,Nifty Energy
TNPL,Tamil Nadu Newsprint & Papers Limited,Nifty 50
TNTELE,Tamilnadu Telecommunication Limited,Nifty 50
TOKYOPLAST,Tokyo Plast International Limited,Nifty 50
TOLINS,Tolins Tyres Limited,Nifty Auto
TORNTPHARM,Torrent Pharmaceuticals Limited,Nifty Pharma
TORNTPOWER,Torrent Power Limited,Nifty Energy
TOTAL,Total Transport Systems Limited,Nifty IT
TOUCHWOOD,Touchwood Entertainment Limited,Nifty Media
TPHQ,Teamo Productions HQ Limited,Nifty Media
TPLPLASTEH,TPL Plastech Limited,Nifty IT
TRACXN,Tracxn Technologies Limited,Nifty IT
TRANSRAILL,Transrail Lighting Limited,Nifty 50
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,Nifty 50
TRAVELFOOD,Travel Food Services Limited,Nifty 50
TREEHOUSE,Tree House Education & Accessories Limited,Nifty 50
TREJHARA,TREJHARA SOLUTIONS LIMITED,Nifty IT
TREL,Transindia Real Estate Limited,Nifty Realty
TRENT,Trent Limited,Nifty 50
TRF,TRF Limited,Nifty 50
TRIDENT,Trident Limited,Nifty 50
TRIGYN,Trigyn Technologies Limited,Nifty IT
TRITURBINE,Triveni Turbine Limited,Nifty 50
TRIVENI,Triveni Engineering & Industries Limited,Nifty 50
TRU,TruCap Finance Limited,Nifty Financial Services
TRUALT,TruAlt Bioenergy Limited,Nifty Energy
TTKHLTCARE,TTK Healthcare Limited,Nifty Pharma
TTKPRESTIG,TTK Prestige Limited,Nifty 50
TTL,T T Limited,Nifty 50
TTML,Tata Teleservices (Maharashtra) Limited,Nifty 50
TVSELECT,TVS Electronics Limited,Nifty Media
TVSHLTD,TVS Holdings Limited,Nifty Media
TVSMOTOR,TVS Motor Company Limited,Nifty Auto
TVSSCS,TVS Supply Chain Solutions Limited,Nifty IT
TVSSRICHAK,TVS Srichakra Limited,Nifty Media
TVTODAY,TV Today Network Limited,Nifty Media
